hs_code,product_description,rule_name,step_order,step_type,step_content,threshold_value,exceptions
2906,环醇及其卤化磺化硝化或亚硝化衍生物,RCEP,1,CTC,CTH,,
2906,同上,RCEP,1,RVC,,40,
2907,酚；酚醇,RCEP,1,CTC,CTH,,
2907,酚；酚醇,RCEP,1,RVC,,40,
2907,酚；酚醇,RCEP,1,DM,化学反应,,
2908,酚及酚醇的卤化磺化硝化或亚硝化衍生物,RCEP,1,CTC,CTH,,
2908,同上,RCEP,1,RVC,,40,
2909,醚醚醇醚酚醚醇酚过氧化醇过氧化醚过氧化酮及其衍生物,RCEP,1,CTC,CTH,,
2909,同上,RCEP,1,RVC,,40,
2909,同上,RCEP,1,DM,化学反应,,
291010,环氧乙烷（氧化乙烯）,RCEP,1,CTC,CTH,,
291010,同上,RCEP,1,RVC,,40,
291020,甲基环氧乙烷（氧化丙烯）,RCEP,1,CTC,CTH,,
291020,同上,RCEP,1,RVC,,40,
291030,1-氯-2,3-环氧丙烷（表氯醇）,RCEP,1,CTC,CTH,,
291030,同上,RCEP,1,RVC,,40,
291040,狄氏剂,RCEP,1,CTC,CTH,,
291040,同上,RCEP,1,RVC,,40,
291090,其他三节环环氧化物环氧醇环氧酚环氧醚及其衍生物,RCEP,1,CTC,CTSH,,
291090,同上,RCEP,1,RVC,,40,
2911,缩醛及半缩醛及其衍生物,RCEP,1,CTC,CTH,,
2911,同上,RCEP,1,RVC,,40,
2912,醛不论是否含有其他含氧基；环聚醛；多聚甲醛,RCEP,1,CTC,CTH,,
2912,同上,RCEP,1,RVC,,40,
2913,品目2912所列产品的卤化磺化硝化或亚硝化衍生物,RCEP,1,CTC,CTH,,
2913,同上,RCEP,1,RVC,,40,
2914,酮及醌及其衍生物,RCEP,1,CTC,CTH,,
2914,同上,RCEP,1,RVC,,40,
2914,同上,RCEP,1,DM,化学反应,,
291511,甲酸,RCEP,1,CTC,CTH,,
291511,同上,RCEP,1,RVC,,40,
291512,甲酸盐,RCEP,1,CTC,CTH,,
291512,同上,RCEP,1,RVC,,40,
291513,甲酸酯,RCEP,1,CTC,CTH,,
291513,同上,RCEP,1,RVC,,40,
291521,乙酸,RCEP,1,CTC,CTSH,,
291521,同上,RCEP,1,RVC,,40,
291524,乙酸酐,RCEP,1,CTC,CTH,,
291524,同上,RCEP,1,RVC,,40,
291529,其他乙酸盐,RCEP,1,CTC,CTH,,
291529,同上,RCEP,1,RVC,,40,
291531,乙酸乙酯,RCEP,1,CTC,CTSH,,
291531,同上,RCEP,1,RVC,,40,
291532,乙酸乙烯酯,RCEP,1,CTC,CTSH,,
291532,同上,RCEP,1,RVC,,40,
291533,乙酸正丁酯,RCEP,1,CTC,CTH,,
291533,同上,RCEP,1,RVC,,40,
291536,地乐酚乙酸酯,RCEP,1,CTC,CTH,,
291536,同上,RCEP,1,RVC,,40,
291539,其他乙酸酯,RCEP,1,CTC,CTSH,,
291539,同上,RCEP,1,RVC,,40,
291540,一氯代乙酸二氯乙酸或三氯乙酸及其盐和酯,RCEP,1,CTC,CTH,,
291540,同上,RCEP,1,RVC,,40,
291550,丙酸及其盐和酯,RCEP,1,CTC,CTH,,
291550,同上,RCEP,1,RVC,,40,
291560,丁酸戊酸及其盐和酯,RCEP,1,CTC,CTH,,
291560,同上,RCEP,1,RVC,,40,
291570,棕榈酸硬脂酸及其盐和酯,RCEP,1,CTC,CTSH,,
291570,同上,RCEP,1,RVC,,40,
291590,其他饱和无环一元羧酸及其衍生物,RCEP,1,CTC,CTSH,,
291590,同上,RCEP,1,RVC,,40,
291611,丙烯酸及其盐,RCEP,1,CTC,CTH,,
291611,同上,RCEP,1,RVC,,40,
291612,丙烯酸酯,RCEP,1,CTC,CTH,,
291612,同上,RCEP,1,RVC,,40,
291613,甲基丙烯酸及其盐,RCEP,1,CTC,CTH,,
291613,同上,RCEP,1,RVC,,40,
291614,甲基丙烯酸酯,RCEP,1,CTC,CTH,,
291614,同上,RCEP,1,RVC,,40,
291615,油酸亚油酸或亚麻酸及其盐和酯,RCEP,1,CTC,CTH,,
291615,同上,RCEP,1,RVC,,40,
291615,同上,RCEP,1,DM,化学反应,,
291616,乐杀螨,RCEP,1,CTC,CTH,,
291616,同上,RCEP,1,RVC,,40,
291619,其他不饱和无环一元羧酸及其衍生物,RCEP,1,CTC,CTSH,,
291619,同上,RCEP,1,RVC,,40,
291620,环烷一元羧酸环烯一元羧酸或环萜烯一元羧酸及其衍生物,RCEP,1,CTC,CTSH,,
291620,同上,RCEP,1,RVC,,40,
291631,苯甲酸及其盐和酯,RCEP,1,CTC,CTH,,
291631,同上,RCEP,1,RVC,,40,
291632,过氧化苯甲酰及苯甲酰氯,RCEP,1,CTC,CTSH,,
291632,同上,RCEP,1,RVC,,40,
291634,苯乙酸盐及其盐,RCEP,1,CTC,CTH,,
291634,同上,RCEP,1,RVC,,40,
291639,其他芳香一元羧酸及其衍生物,RCEP,1,CTC,CTSH,,
291639,同上,RCEP,1,RVC,,40,
291711,草酸及其盐和酯,RCEP,1,CTC,CTH,,
291711,同上,RCEP,1,RVC,,40,
291712,己二酸及其盐和酯,RCEP,1,CTC,CTSH,,
291712,同上,RCEP,1,RVC,,40,
291713,壬二酸癸二酸及其盐和酯,RCEP,1,CTC,CTH,,
291713,同上,RCEP,1,RVC,,40,
291714,马来酐,RCEP,1,CTC,CTH,,
291714,同上,RCEP,1,RVC,,40,
291719,其他无环多元羧酸及其衍生物,RCEP,1,CTC,CTH,,
291719,同上,RCEP,1,RVC,,40,
291720,环烷多元羧酸环烯多元羧酸环萜烯多元羧酸及其衍生物,RCEP,1,CTC,CTH,,
291720,同上,RCEP,1,RVC,,40,
291732,邻苯二甲酸二辛酯,RCEP,1,CTC,CTH,,
291732,同上,RCEP,1,RVC,,40,
291733,邻苯二甲酸二壬酯及邻苯二甲酸二癸酯,RCEP,1,CTC,CTH,,
291733,同上,RCEP,1,RVC,,40,
291734,其他邻苯二甲酸酯,RCEP,1,CTC,CTH,,
291734,同上,RCEP,1,RVC,,40,
291735,邻苯二甲酸酐,RCEP,1,CTC,CTH,,
291735,同上,RCEP,1,RVC,,40,
291736,对苯二甲酸及其盐,RCEP,1,CTC,CTSH,,
291736,同上,RCEP,1,RVC,,40,
291737,对苯二甲酸二甲酯,RCEP,1,CTC,CTH,,
291737,同上,RCEP,1,RVC,,40,
291739,其他芳香多元羧酸及其衍生物,RCEP,1,CTC,CTH,,
291739,同上,RCEP,1,RVC,,40,
291811,乳酸及其盐和酯,RCEP,1,CTC,CTH,,
291811,同上,RCEP,1,RVC,,40,
291812,酒石酸,RCEP,1,CTC,CTSH,,
291812,同上,RCEP,1,RVC,,40,
291813,酒石酸盐及酒石酸酯,RCEP,1,CTC,CTSH,,
291813,同上,RCEP,1,RVC,,40,
291814,柠檬酸,RCEP,1,CTC,CTH,,
291814,同上,RCEP,1,RVC,,40,
291815,柠檬酸盐及柠檬酸酯,RCEP,1,CTC,CTH,,
291815,同上,RCEP,1,RVC,,40,
291816,葡糖酸及其盐和酯,RCEP,1,CTC,CTH,,
291816,同上,RCEP,1,RVC,,40,
291818,乙酯杀螨醇,RCEP,1,CTC,CTH,,
291818,同上,RCEP,1,RVC,,40,
291819,其他含醇基的羧酸及其衍生物,RCEP,1,CTC,CTH,,
291819,同上,RCEP,1,RVC,,40,
291821,水杨酸及其盐,RCEP,1,CTC,CTH,,
291821,同上,RCEP,1,RVC,,40,
291822,邻乙酰水杨酸及其盐和酯,RCEP,1,CTC,CTH,,
291822,同上,RCEP,1,RVC,,40,
291823,水杨酸其他酯及其盐,RCEP,1,CTC,CTH,,
291823,同上,RCEP,1,RVC,,40,
291829,其他含酚基的羧酸及其衍生物,RCEP,1,CTC,CTH,,
291829,同上,RCEP,1,RVC,,40,
291830,含醛基或酮基的羧酸及其衍生物,RCEP,1,CTC,CTH,,
291830,同上,RCEP,1,RVC,,40,
291891,2,4,5-涕（2,4,5-三氯苯氧乙酸）及其盐或酯,RCEP,1,CTC,CTH,,
291891,同上,RCEP,1,RVC,,40,
291899,其他含附加含氧基的羧酸及其衍生物,RCEP,1,CTC,CTSH,,
291899,同上,RCEP,1,RVC,,40,
2919,磷酸酯及其盐（包括乳磷酸盐）及其衍生物,RCEP,1,CTC,CTH,,
2919,同上,RCEP,1,RVC,,40,
2920,其他非金属无机酸酯及其盐及其衍生物,RCEP,1,CTC,CTH,,
2920,同上,RCEP,1,RVC,,40,
2920,同上,RCEP,1,DM,化学反应,,
292111,甲胺二甲胺或三甲胺及其盐,RCEP,1,CTC,CTH,,
292111,同上,RCEP,1,RVC,,40,
292119,其他无环单胺及其衍生物,RCEP,1,CTC,CTH,,
292119,同上,RCEP,1,RVC,,40,
292121,乙二胺及其盐,RCEP,1,CTC,CTH,,
292121,同上,RCEP,1,RVC,,40,
292122,六亚甲基二胺及其盐,RCEP,1,CTC,CTH,,
292122,同上,RCEP,1,RVC,,40,
292129,其他无环多胺及其衍生物,RCEP,1,CTC,CTSH,,
292129,同上,RCEP,1,RVC,,40,
292130,环烷单胺或多胺环烯单胺或多胺环萜烯单胺或多胺及其衍生物,RCEP,1,CTC,CTH,,
292130,同上,RCEP,1,RVC,,40,
292141,苯胺及其盐,RCEP,1,CTC,CTH,,
292141,同上,RCEP,1,RVC,,40,
292142,苯胺衍生物及其盐,RCEP,1,CTC,CTH,,
292142,同上,RCEP,1,RVC,,40,
292143,甲苯胺及其衍生物以及它们的盐,RCEP,1,CTC,CTH,,
292143,同上,RCEP,1,RVC,,40,
292144,二苯胺及其衍生物以及它们的盐,RCEP,1,CTC,CTH,,
292144,同上,RCEP,1,RVC,,40,
292145,萘胺及其衍生物以及它们的盐,RCEP,1,CTC,CTH,,
292145,同上,RCEP,1,RVC,,40,
292146,安非他明苄非他明右苯丙胺乙非他明芬坎法明利非他明左苯丙胺美芬雷司苯丁胺以及它们的盐,RCEP,1,CTC,CTSH,,
292146,同上,RCEP,1,RVC,,40,
292149,其他芳香单胺及其衍生物,RCEP,1,CTC,CTH,,
292149,同上,RCEP,1,RVC,,40,
292151,邻间对苯二胺二氨基甲苯及其衍生物以及它们的盐,RCEP,1,CTC,CTSH,,
292151,同上,RCEP,1,RVC,,40,
292159,其他芳香多胺及其衍生物,RCEP,1,CTC,CTH,,
292159,同上,RCEP,1,RVC,,40,
292211,单乙醇胺及其盐,RCEP,1,CTC,CTH,,
292211,同上,RCEP,1,RVC,,40,
292212,二乙醇胺及其盐,RCEP,1,CTC,CTH,,
292212,同上,RCEP,1,RVC,,40,
292213,三乙醇胺及其盐,RCEP,1,CTC,CTH,,
292213,同上,RCEP,1,RVC,,40,
292214,右丙氧吩及其盐,RCEP,1,CTC,CTH,,
292214,同上,RCEP,1,RVC,,40,
292219,其他氨基醇及其醚酯和盐,RCEP,1,CTC,CTH,,
292219,同上,RCEP,1,RVC,,40,
292221,氨基羟基萘磺酸及其盐,RCEP,1,CTC,CTH,,
292221,同上,RCEP,1,RVC,,40,
292229,其他氨基萘酚和其他氨基酚及其醚酯和盐,RCEP,1,CTC,CTH,,
292229,同上,RCEP,1,RVC,,40,
292231,安非拉酮美沙酮和去甲美沙酮以及它们的盐,RCEP,1,CTC,CTH,,
292231,同上,RCEP,1,RVC,,40,
292239,其他氨基醛氨基酮和氨基醌及其盐,RCEP,1,CTC,CTH,,
292239,同上,RCEP,1,RVC,,40,
292241,赖氨酸及其酯以及它们的盐,RCEP,1,CTC,CTH,,
292241,同上,RCEP,1,RVC,,40,
292242,谷氨酸及其盐,RCEP,1,CTC,CTH,,
292242,同上,RCEP,1,RVC,,40,
292243,邻氨基苯甲酸（氨茴酸）及其盐,RCEP,1,CTC,CTH,,
292243,同上,RCEP,1,RVC,,40,
292244,替利定及其盐,RCEP,1,CTC,CTH,,
292244,同上,RCEP,1,RVC,,40,
292249,其他氨基酸及其酯和盐,RCEP,1,CTC,CTSH,,
292249,同上,RCEP,1,RVC,,40,
292250,氨基醇酚氨基酸酚及其他含氧基氨基化合物,RCEP,1,CTC,CTH,,
292250,同上,RCEP,1,RVC,,40,
2923,季铵盐及季铵碱；卵磷脂及其他磷氨基类脂,RCEP,1,CTC,CTH,,
2923,同上,RCEP,1,RVC,,40,
2924,羧基酰胺基化合物；碳酸酰胺基化合物,RCEP,1,CTC,CTH,,
2924,同上,RCEP,1,RVC,,40,
2925,羧基酰亚胺化合物（包括糖精及其盐）及亚胺基化合物,RCEP,1,CTC,CTH,,
2925,同上,RCEP,1,RVC,,40,
2926,腈基化合物,RCEP,1,CTC,CTH,,
2926,同上,RCEP,1,RVC,,40,
2927,重氮化合物偶氮化合物及氧化偶氮化合物,RCEP,1,CTC,CTH,,
2927,同上,RCEP,1,RVC,,40,
2928,肼（联氨）及胲（羟胺）的有机衍生物,RCEP,1,CTC,CTH,,
2928,同上,RCEP,1,RVC,,40,
2929,其他含氨基化合物,RCEP,1,CTC,CTSH,,
2929,同上,RCEP,1,RVC,,40,
2930,有机硫化合物,RCEP,1,CTC,CTH,,
2930,同上,RCEP,1,RVC,,40,
2931,其他有机-无机化合物,RCEP,1,CTC,CTH,,
2931,同上,RCEP,1,RVC,,40,
293211,四氢呋喃,RCEP,1,CTC,CTH,,
293211,同上,RCEP,1,RVC,,40,
293212,2-糠醛,RCEP,1,CTC,CTH,,
293212,同上,RCEP,1,RVC,,40,
293213,糠醇及四氢糠醇,RCEP,1,CTC,CTH,,
293213,同上,RCEP,1,RVC,,40,
293219,其他结构上含有一个非稠合呋喃环的化合物,RCEP,1,CTC,CTH,,
293219,同上,RCEP,1,RVC,,40,
293220,内酯,RCEP,1,CTC,CTH,,
293220,同上,RCEP,1,RVC,,40,
293291,异黄樟脑,RCEP,1,CTC,CTH,,
293291,同上,RCEP,1,RVC,,40,
293292,1-（1,3-苯并二噁茂-5-基）丙烷-2-酮,RCEP,1,CTC,CTH,,
293292,同上,RCEP,1,RVC,,40,
293293,胡椒醛,RCEP,1,CTC,CTH,,
293293,同上,RCEP,1,RVC,,40,
293294,黄樟脑,RCEP,1,CTC,CTH,,
293294,同上,RCEP,1,RVC,,40,
293295,四氢大麻酚（所有异构体）,RCEP,1,CTC,CTH,,
293295,同上,RCEP,1,RVC,,40,
293299,其他仅含氧杂原子的杂环化合物,RCEP,1,CTC,CTSH,,
293299,同上,RCEP,1,RVC,,40,
293311,二甲基苯基吡唑酮（安替比林）及其衍生物,RCEP,1,CTC,CTH,,
293311,同上,RCEP,1,RVC,,40,
293319,其他结构上含有一个非稠合吡唑环的化合物,RCEP,1,CTC,CTSH,,
293319,同上,RCEP,1,RVC,,40,
293321,乙内酰脲及其衍生物,RCEP,1,CTC,CTH,,
293321,同上,RCEP,1,RVC,,40,
293329,其他结构上含有一个非稠合咪唑环的化合物,RCEP,1,CTC,CTH,,
293329,同上,RCEP,1,RVC,,40,
293331,吡啶及其盐,RCEP,1,CTC,CTH,,
293331,同上,RCEP,1,RVC,,40,
293332,六氢吡啶（哌啶）及其盐,RCEP,1,CTC,CTH,,
293332,同上,RCEP,1,RVC,,40,
293333,阿芬太尼阿尼利定苯氰米特溴西泮地芬诺新地芬诺酯地匹哌酮芬太尼凯托米酮哌醋甲酯喷他左辛哌替啶哌替啶中间体A苯环利定苯哌利定哌苯甲醇哌氰米特哌丙吡胺和三甲利定以及它们的盐,RCEP,1,CTC,CTH,,
293333,同上,RCEP,1,RVC,,40,
293339,其他结构上含有一个非稠合吡啶环的化合物,RCEP,1,CTC,CTSH,,
293339,同上,RCEP,1,RVC,,40,
293341,左非诺及其盐,RCEP,1,CTC,CTH,,
293341,同上,RCEP,1,RVC,,40,
293349,其他结构上含有一个喹啉或异喹啉环系的化合物,RCEP,1,CTC,CTH,,
293349,同上,RCEP,1,RVC,,40,
293352,丙二酰脲（巴比妥酸）及其盐,RCEP,1,CTC,CTH,,
293352,同上,RCEP,1,RVC,,40,
293353,阿洛巴比妥异戊巴比妥巴比妥布他比妥正丁巴比妥环己巴比妥甲苯巴比妥戊巴比妥苯巴比妥仲丁巴比妥司可巴比妥和乙烯比妥以及它们的盐,RCEP,1,CTC,CTH,,
293353,同上,RCEP,1,RVC,,40,
293354,其他丙二酰脲（巴比土酸）的衍生物以及它们的盐,RCEP,1,CTC,CTH,,
293354,同上,RCEP,1,RVC,,40,
293355,氯普唑仑甲氯喹酮甲喹酮和齐培丙醇以及它们的盐,RCEP,1,CTC,CTH,,
293355,同上,RCEP,1,RVC,,40,
293359,其他结构上含有一个嘧啶环或哌嗪环的化合物,RCEP,1,CTC,CTSH,,
293359,同上,RCEP,1,RVC,,40,
293361,三聚氰胺（蜜胺）,RCEP,1,CTC,CTH,,
293361,同上,RCEP,1,RVC,,40,
293369,其他结构上含有一个非稠合三嗪环的化合物,RCEP,1,CTC,CTSH,,
293369,同上,RCEP,1,RVC,,40,
293371,6-己内酰胺,RCEP,1,CTC,CTH,,
293371,同上,RCEP,1,RVC,,40,
293372,氯巴占和甲乙哌酮,RCEP,1,CTC,CTH,,
293372,同上,RCEP,1,RVC,,40,
293379,其他内酰胺,RCEP,1,CTC,CTH,,
293379,同上,RCEP,1,RVC,,40,
293391,阿普唑仑卡马西泮氯氮卓氯硝西泮氯拉卓酸地洛西泮地西泮艾司唑仑氯氟卓乙酯氟地西泮氟硝西泮氟西泮哈拉西泮劳拉西泮氯甲西泮马吲哚美达西泮咪达唑仑硝甲西泮硝西泮去甲西泮奥沙西泮匹那西泮普拉西泮吡咯戊酮替马西泮四氢西泮,RCEP,1,CTC,CTH,,
293391,同上,RCEP,1,RVC,,40,
293399,其他仅含氮杂原子的杂环化合物,RCEP,1,CTC,CTSH,,
293399,同上,RCEP,1,RVC,,40,
293410,结构上含有一个非稠合噻唑环的化合物,RCEP,1,CTC,CTH,,
293410,同上,RCEP,1,RVC,,40,
293420,结构上含有一个苯并噻唑环系的化合物,RCEP,1,CTC,CTSH,,
293420,同上,RCEP,1,RVC,,40,
293430,结构上含有一个吩噻嗪环系的化合物,RCEP,1,CTC,CTH,,
293430,同上,RCEP,1,RVC,,40,
293491,阿米雷司溴替唑仑氯噻西泮氯恶唑仑右吗拉胺卤恶唑仑凯他唑仑美索卡恶唑仑匹莫林苯巴曲嗪芬美曲嗪和舒芬太尼以及它们的盐,RCEP,1,CTC,CTH,,
293491,同上,RCEP,1,RVC,,40,
293499,其他核酸及其盐；其他杂环化合物,RCEP,1,CTC,CTH,,
293499,同上,RCEP,1,RVC,,40,
2935,磺（酰）胺,RCEP,1,CTC,CTH,,
2935,同上,RCEP,1,RVC,,40,
2936,维生素原和维生素及其衍生物,RCEP,1,CTC,CTSH,,
2936,同上,RCEP,1,RVC,,40,
2937,激素前列腺素血栓烷白细胞三烯及其衍生物和结构类似物,RCEP,1,CTC,CTH,,
2937,同上,RCEP,1,RVC,,40,
2938,苷（配糖物）及其盐醚酯和其他衍生物,RCEP,1,CTC,CTH,,
2938,同上,RCEP,1,RVC,,40,
2939,生物碱及其盐醚酯和其他衍生物,RCEP,1,CTC,CTH,,
2939,同上,RCEP,1,RVC,,40,
2940,化学纯糖但蔗糖乳糖麦芽糖葡萄糖及果糖除外；糖醚糖缩醛糖酯及其盐,RCEP,1,CTC,CTH,,
2940,同上,RCEP,1,RVC,,40,
2941,抗菌素,RCEP,1,CTC,CTH,,
2941,同上,RCEP,1,RVC,,40,
2942,其他有机化合物,RCEP,1,CTC,CTH,,
2942,同上,RCEP,1,RVC,,40,
3001,已干燥的器官疗法用腺体及其他器官；器官疗法用腺体其他器官及其分泌物的提取物；肝素及其盐；其他供治疗或预防疾病用的其他品目未列名的人体或动物制品,RCEP,1,CTC,CTH,,
3001,同上,RCEP,1,RVC,,40,
3002,人血；治病防病或诊断用动物血制品；抗血清其他血份及修饰免疫制品；疫苗毒素培养微生物（不包括酵母）及类似产品,RCEP,1,CTC,CTH,,
3002,同上,RCEP,1,RVC,,40,
3003,两种或两种以上成分混合而成的治病或防病用药品（不包括税目3002、3005或3006的货品）未配定剂量或制成零售包装,RCEP,1,CTC,CTH,,
3003,同上,RCEP,1,RVC,,40,
3004,由混合或非混合产品构成的治病或防病用药品（不包括品目3002、3005或3006的货品）已配定剂量或制成零售包装,RCEP,1,CTC,CTH,,
3004,同上,RCEP,1,RVC,,40,
3005,软填料纱布绷带及类似物品经过药物浸涂或制成零售包装供医疗外科牙科或兽医用,RCEP,1,CTC,CTH,,
3005,同上,RCEP,1,RVC,,40,
300610,无菌外科肠线类似的无菌缝合材料及外伤创口闭合用的无菌黏合胶布；无菌昆布及无菌昆布塞条；外科或牙科用无菌吸收性止血材料；外科或牙科用无菌抗粘连阻隔材料,RCEP,1,CTC,CTH,,
300610,同上,RCEP,1,RVC,,40,
300620,血型试剂,RCEP,1,CTC,CTH,,
300620,同上,RCEP,1,RVC,,40,
300630,X光检查造影剂；用于病人的诊断试剂,RCEP,1,CTC,CTH,,
300630,同上,RCEP,1,RVC,,40,
300640,牙科粘固剂及其他牙科填料；骨骼粘固剂,RCEP,1,CTC,CTH,,
300640,同上,RCEP,1,RVC,,40,
300650,急救药箱药包,RCEP,1,CTC,CTH,,
300650,同上,RCEP,1,RVC,,40,
300660,以激素品目2937的其他产品或杀精子剂为基本成分的化学避孕药物,RCEP,1,CTC,CTH,,
300660,同上,RCEP,1,RVC,,40,
300670,专用于人类或作兽药用的凝胶制品作为外科手术或体检时躯体部位的润滑剂或者作为躯体和医疗器械之间的耦合剂,RCEP,1,CTC,CTH,,
300670,同上,RCEP,1,RVC,,40,
300691,可确定用于造口术的用具,RCEP,1,CTC,CTH,,
300691,同上,RCEP,1,RVC,,40,
300692,废药物,RCEP,1,WO,,,
3101,动物或植物肥料不论是否相互混合或经化学处理；动植物产品经混合或化学处理制成的肥料,RCEP,1,CTC,CTH,,
3101,同上,RCEP,1,RVC,,40,
3102,矿物氮肥及化学氮肥,RCEP,1,CTC,CTH,,
3102,同上,RCEP,1,RVC,,40,
3103,矿物磷肥或化学磷肥,RCEP,1,CTC,CTH,,
3103,同上,RCEP,1,RVC,,40,
3104,矿物钾肥及化学钾肥,RCEP,1,CTC,CTH,,
3104,同上,RCEP,1,RVC,,40,
3105,含氮磷钾中两种或三种肥效元素的矿物肥料或化学肥料；其他肥料；制成片及类似形状或每包毛重不超过10公斤的本章各项货品,RCEP,1,CTC,CTH,,3102-3104
3105,同上,RCEP,1,RVC,,40,
3201,植物鞣料浸膏；鞣酸及其盐醚酯和其他衍生物,RCEP,1,CTC,CTH,,
3201,同上,RCEP,1,RVC,,40,
320210,有机合成鞣料,RCEP,1,CTC,CTH,,
320210,同上,RCEP,1,RVC,,40,
320290,其他鞣料制剂；无机鞣料；预鞣用酶制剂,RCEP,1,CTC,CTSH,,
320290,同上,RCEP,1,RVC,,40,
320300,着色料（包括染料浸膏但动物碳黑除外）；以动植物质着色料为基本成分的制品,RCEP,1,CTC,CTH,,
320300,同上,RCEP,1,RVC,,40,
3204,有机合成着色料；用作荧光增白剂或发光体的有机合成产品,RCEP,1,CTC,CTSH,,
3204,同上,RCEP,1,RVC,,40,
320500,色淀；以色淀为基本成分的制品,RCEP,1,CTC,CTH,,
320500,同上,RCEP,1,RVC,,40,
320611,以二氧化钛为基本成分的颜料及制品以干物质计二氧化钛含量在80%及以上,RCEP,1,CTC,CTSH,,320619
320611,同上,RCEP,1,RVC,,40,
320619,以二氧化钛为基本成分的颜料及制品其他,RCEP,1,CTC,CTSH,,320611
320619,同上,RCEP,1,RVC,,40,
320620,以铬化合物为基本成分的颜料及制品,RCEP,1,CTC,CTSH,,
320620,同上,RCEP,1,RVC,,40,
320641,群青及以其为基本成分的制品,RCEP,1,CTC,CTSH,,
320641,同上,RCEP,1,RVC,,40,
320642,锌钡白及以硫化锌为基本成分的其他颜料和制品,RCEP,1,CTC,CTSH,,
320642,同上,RCEP,1,RVC,,40,
320649,其他着色料及制品,RCEP,1,CTC,CTSH,,
320649,同上,RCEP,1,RVC,,40,
320650,用作发光体的无机产品,RCEP,1,CTC,CTH,,
320650,同上,RCEP,1,RVC,,40,
3207,陶瓷搪瓷及玻璃工业用的调制颜料遮光剂着色剂珐琅和釉料釉底料光瓷釉以及类似产品；搪瓷玻璃料及其他玻璃呈粉粒或粉片状的,RCEP,1,CTC,CTH,,
3207,同上,RCEP,1,RVC,,40,
3208,以合成聚合物或化学改性天然聚合物为基本成分的油漆及清漆分散于或溶于非水介质的；本章注释四所述的溶液,RCEP,1,CTC,CTH,,
3208,同上,RCEP,1,RVC,,40,
3209,以合成聚合物或化学改性天然聚合物为基本成分的油漆及清漆分散于或溶于水介质的,RCEP,1,CTC,CTH,,
3209,同上,RCEP,1,RVC,,40,
3210,其他油漆及清漆（包括瓷漆大漆及水浆涂料）；加工皮革用的水性颜料,RCEP,1,CTC,CTH,,
3210,同上,RCEP,1,RVC,,40,
3211,配制的催干剂,RCEP,1,CTC,CTH,,
3211,同上,RCEP,1,RVC,,40,
3212,制造油漆（含瓷漆）用的颜料（包括金属粉末或金属粉片）分散于非水介质中呈液状或浆状的；压印箔；零售形状及零售包装的染料或其他着色料,RCEP,1,CTC,CTH,,
3212,同上,RCEP,1,RVC,,40,
3213,艺术家学生和广告美工用的颜料调色料文娱颜料及类似品,RCEP,1,CTC,CTH,,
3213,同上,RCEP,1,RVC,,40,
3214,安装玻璃用油灰接缝用油灰树脂胶泥嵌缝胶及其他类似胶粘剂；漆工用填料；非耐火涂面制剂,RCEP,1,CTC,CTH,,
3214,同上,RCEP,1,RVC,,40,
3215,印刷油墨书写或绘图墨水及其他墨类,RCEP,1,CTC,CTH,,
3215,同上,RCEP,1,RVC,,40,
33,精油及香膏；芳香料制品及化妆盥洗品,RCEP,1,CTC,CTH,,
33,同上,RCEP,1,RVC,,40,
340111,盥洗用肥皂及有机表面活性产品及制品条状块状或模制形状的,RCEP,1,CTC,CTH,,
340111,同上,RCEP,1,RVC,,40,
340119,其他肥皂及有机表面活性产品及制品条状块状或模制形状的,RCEP,1,CTC,CTH,,
340119,同上,RCEP,1,RVC,,40,
340120,其他形状的肥皂及有机表面活性产品及制品,RCEP,1,CTC,CTH,,
340120,同上,RCEP,1,RVC,,40,
340130,洁肤用的有机表面活性产品及制品液状或膏状并制成零售包装的,RCEP,1,CTC,CTH,,
340130,同上,RCEP,1,RVC,,40,
340211,有机表面活性剂阴离子型,RCEP,1,CTC,CTSH,,
340211,同上,RCEP,1,RVC,,40,
340212,有机表面活性剂阳离子型,RCEP,1,CTC,CTSH,,
340212,同上,RCEP,1,RVC,,40,
340213,有机表面活性剂非离子型,RCEP,1,CTC,CTH,,
340213,同上,RCEP,1,RVC,,40,
340219,有机表面活性剂其他,RCEP,1,CTC,CTSH,,
340219,同上,RCEP,1,RVC,,40,
340220,零售包装的制品（表面活性剂制品洗涤剂及清洁剂）,RCEP,1,CTC,CTH,,
340220,同上,RCEP,1,RVC,,40,
340290,其他表面活性剂制品洗涤剂及清洁剂,RCEP,1,CTC,CTH,,
340290,同上,RCEP,1,RVC,,40,
3403,润滑剂及用于纺织材料皮革毛皮或其他材料油脂处理的制剂,RCEP,1,CTC,CTH,,
3403,同上,RCEP,1,RVC,,40,
3404,人造蜡及调制蜡,RCEP,1,CTC,CTH,,
3404,同上,RCEP,1,RVC,,40,
3405,鞋靴家具地板车身玻璃或金属用的光洁剂擦洗膏去污粉及类似制品,RCEP,1,CTC,CTH,,
3405,同上,RCEP,1,RVC,,40,
3406,各种蜡烛及类似品,RCEP,1,CTC,CTH,,
3406,同上,RCEP,1,RVC,,40,
3407,塑型用膏；“牙科用蜡”或“牙科造形膏”的制品；以熟石膏为基本成分的牙科用其他制品,RCEP,1,CTC,CTH,,
3407,同上,RCEP,1,RVC,,40,
